artist,song_name,golden_label,golden_dist,base1_dist,base2_dist,ours_dist
Sarah Kang,goodnight (Feat. Juju B. Goode),외로울때,"[0.087, 0.7826, 0.0, 0.0, 0.087, 0.0435]",[0.079  0.1263 0.0961 0.4116 0.2479 0.0391],[0.0959 0.1141 0.0842 0.4578 0.2085 0.0394],"[0.1304, 0.3478, 0.087, 0.0435, 0.0435, 0.3478]"
샘김(Sam Kim),For You,외로울때,"[0.1395, 0.4419, 0.0, 0.1628, 0.0233, 0.2326]",[0.0665 0.106  0.0768 0.4418 0.2642 0.0447],[0.0612 0.0849 0.0617 0.5854 0.1734 0.0335],"[0.1395, 0.1628, 0.0465, 0.1163, 0.2093, 0.3256]"
JP Saxe,When You Think Of Me,외로울때,"[0.2812, 0.125, 0.0, 0.125, 0.1875, 0.2812]",[0.0601 0.1417 0.0844 0.4187 0.2494 0.0457],[0.062  0.0966 0.0688 0.5684 0.1712 0.033 ],"[0.4062, 0.0938, 0.0, 0.125, 0.0938, 0.2812]"
Barbra Streisand(바브라 스트라이샌드),Sweet Forgiveness,외로울때,"[0.129, 0.4516, 0.0, 0.129, 0.129, 0.1613]",[0.0683 0.1191 0.0927 0.5102 0.1737 0.0361],[0.0883 0.1179 0.1035 0.4556 0.2013 0.0335],"[0.3871, 0.2258, 0.0323, 0.0645, 0.0645, 0.2258]"
Birdy(버디),Surrender,외로울때,"[0.1, 0.3667, 0.0, 0.2, 0.2, 0.1333]",[0.0629 0.1177 0.0798 0.5173 0.1851 0.0371],[0.0647 0.1036 0.0698 0.5548 0.1751 0.032 ],"[0.2667, 0.0, 0.0333, 0.4, 0.1, 0.2]"
susie,songbird (feat. kennytheking (케니더킹)),외로울때,"[0.2308, 0.3077, 0.0, 0.1538, 0.0769, 0.2308]",[0.2109 0.0904 0.0391 0.0129 0.457  0.1897],[0.3001 0.0617 0.0456 0.0183 0.3312 0.2431],"[0.0769, 0.3846, 0.0, 0.0769, 0.2308, 0.2308]"
클레플린 (Clefleen),Lettre d'amour (연서),외로울때,"[0.25, 0.75, 0.0, 0.0, 0.0, 0.0]",[0.4266 0.1365 0.0485 0.0222 0.1595 0.2068],[0.3429 0.0777 0.0475 0.0168 0.3083 0.2068],"[0.25, 0.5, 0.0, 0.0, 0.0833, 0.1667]"
김뽐므,작별,외로울때,"[0.5333, 0.4667, 0.0, 0.0, 0.0, 0.0]",[0.3341 0.1918 0.0717 0.0233 0.1836 0.1957],[0.3115 0.186  0.0869 0.022  0.2516 0.142 ],"[0.4, 0.0667, 0.0667, 0.0, 0.0, 0.4667]"
수지 (Suzy),Satellite,외로울때,"[0.4091, 0.3636, 0.0, 0.0455, 0.0909, 0.0909]",[0.093  0.1569 0.138  0.4052 0.173  0.034 ],[0.1363 0.1586 0.1261 0.3554 0.1815 0.0422],"[0.2727, 0.0909, 0.1818, 0.0, 0.1364, 0.3182]"
다린,134340,외로울때,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.1581 0.0319 0.0241 0.0106 0.674  0.1012],[0.3932 0.0422 0.0407 0.0194 0.3358 0.1687],"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]"
백예린 (Yerin Baek),Hate you,외로울때,"[0.0, 0.2432, 0.0, 0.6757, 0.0541, 0.027]",[0.036  0.308  0.2743 0.0835 0.2658 0.0324],[0.1134 0.2673 0.278  0.1681 0.1444 0.0288],"[0.027, 0.1892, 0.027, 0.1081, 0.3784, 0.2703]"
새소년,나는 새롭게 떠오른 외로움을 봐요,외로울때,"[0.3333, 0.2222, 0.2222, 0.0, 0.2222, 0.0]",[0.1259 0.041  0.0281 0.0083 0.6879 0.1088],[0.3691 0.0486 0.0354 0.0138 0.3488 0.1843],"[0.4444, 0.1111, 0.0, 0.0, 0.2222, 0.2222]"
언니네 이발관,혼자 추는 춤,외로울때,"[0.3143, 0.3429, 0.0857, 0.1143, 0.0857, 0.0571]",[0.0812 0.08   0.0635 0.0162 0.6851 0.0739],[0.2174 0.0389 0.0375 0.04   0.4982 0.1681],"[0.1714, 0.2571, 0.0286, 0.1143, 0.3714, 0.0571]"
원위 (ONEWE),시발점 (Trigger_),외로울때,"[0.0, 0.75, 0.0, 0.25, 0.0, 0.0]",[0.0532 0.0835 0.0467 0.0375 0.7141 0.065 ],[0.269  0.0921 0.0689 0.0343 0.3915 0.1442],"[0.0, 0.75, 0.0, 0.25, 0.0, 0.0]"
선미,Borderline,외로울때,"[0.1333, 0.1333, 0.0, 0.6667, 0.0, 0.0667]",[0.0597 0.1461 0.1332 0.4366 0.1917 0.0327],[0.086  0.1238 0.1022 0.4806 0.176  0.0314],"[0.0667, 0.0, 0.0, 0.6, 0.0667, 0.2667]"
백예린 (Yerin Baek),Loner,외로울때,"[0.1481, 0.0741, 0.0, 0.2469, 0.5062, 0.0247]",[0.0292 0.2235 0.3451 0.0993 0.2697 0.0333],[0.1255 0.2272 0.3035 0.1618 0.1524 0.0294],"[0.1235, 0.0617, 0.0, 0.1481, 0.5556, 0.1111]"
윤하(Younha/ユンナ),Truly,외로울때,"[0.3636, 0.0909, 0.1818, 0.0909, 0.1818, 0.0909]",[0.1148 0.0987 0.0407 0.0319 0.4145 0.2994],[0.1177 0.0686 0.0507 0.1105 0.4273 0.2252],"[0.3636, 0.0, 0.1818, 0.0909, 0.3636, 0.0]"
애쉬락(AshRock),시소 (Remastered),외로울때,"[0.2857, 0.1429, 0.0, 0.2857, 0.1429, 0.1429]",[0.1647 0.1778 0.1057 0.0211 0.346  0.1847],[0.2194 0.0331 0.0372 0.0353 0.4519 0.2232],"[0.1429, 0.0, 0.0, 0.1429, 0.1429, 0.5714]"
천용성,보리차 (feat. 강말금),외로울때,"[0.3, 0.3, 0.3, 0.1, 0.0, 0.0]",[0.1845 0.2471 0.1012 0.0183 0.3417 0.1071],[0.3198 0.1315 0.1129 0.0228 0.2987 0.1144],"[0.4, 0.2, 0.0, 0.1, 0.3, 0.0]"
핫펠트 (HA:TFELT),FiNE!,외로울때,"[0.3, 0.1, 0.0, 0.2, 0.4, 0.0]",[0.0921 0.0511 0.0377 0.0122 0.674  0.1329],[0.2986 0.089  0.0763 0.0264 0.3882 0.1216],"[0.3, 0.0, 0.0, 0.1, 0.6, 0.0]"
온앤오프(ONF),나 말고 다 (Incomplete),외로울때,"[0.0, 0.4583, 0.0, 0.3333, 0.1667, 0.0417]",[0.0241 0.438  0.4267 0.0777 0.02   0.0135],[0.0224 0.3649 0.4707 0.1114 0.0198 0.0109],"[0.0833, 0.4167, 0.0417, 0.1667, 0.2917, 0.0]"
공원소녀(Girls in the Park),After the bloom (alone),외로울때,"[0.0, 0.3846, 0.0, 0.1538, 0.4615, 0.0]",[0.0548 0.1521 0.0978 0.0932 0.4575 0.1445],[0.0787 0.0827 0.0949 0.4061 0.2774 0.0603],"[0.2308, 0.1538, 0.2308, 0.0, 0.2308, 0.1538]"
ADOY,Mars,외로울때,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",[0.068  0.1609 0.141  0.3477 0.2445 0.0379],[0.0903 0.1529 0.1012 0.4401 0.1822 0.0332],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
찰리빈웍스,우리 사랑은,외로울때,"[0.2727, 0.5455, 0.0, 0.0909, 0.0, 0.0909]",[0.1273 0.0188 0.0144 0.0311 0.5674 0.241 ],[0.1801 0.017  0.0156 0.0285 0.3842 0.3746],"[0.5455, 0.2727, 0.0, 0.0909, 0.0909, 0.0]"
onthedal,HYE,외로울때,"[0.2857, 0.0, 0.0, 0.3333, 0.1429, 0.2381]",[0.223  0.1081 0.0432 0.0197 0.2957 0.3103],[0.2153 0.0242 0.0178 0.0194 0.3312 0.3922],"[0.2857, 0.0952, 0.0476, 0.0476, 0.2857, 0.2381]"
이예린,바다가 되고 싶어요,외로울때,"[0.375, 0.5, 0.0, 0.125, 0.0, 0.0]",[0.0711 0.3345 0.2711 0.036  0.2041 0.0832],[0.1692 0.0596 0.0851 0.0741 0.4688 0.1431],"[0.25, 0.375, 0.0, 0.0625, 0.125, 0.1875]"
Lacuna(라쿠나),나의 거짓말은 새벽 늦게 자는 것,외로울때,"[0.4, 0.4, 0.0, 0.0, 0.0, 0.2]",[0.0613 0.5452 0.1286 0.0347 0.1501 0.08  ],[0.2638 0.1285 0.0603 0.0327 0.3202 0.1946],"[0.4, 0.5333, 0.0, 0.0, 0.0, 0.0667]"
전진희,여름밤에 우리 (feat. wave to earth),외로울때,"[0.4, 0.4, 0.0, 0.0, 0.0, 0.2]",[0.3027 0.1397 0.0683 0.0119 0.3464 0.131 ],[0.3443 0.1048 0.1198 0.0203 0.2998 0.111 ],"[0.2, 0.4, 0.1, 0.0, 0.0, 0.3]"
2단지,내가 잠에서 깨면 구워 먹어줘,외로울때,"[0.0, 0.5789, 0.2632, 0.0526, 0.1053, 0.0]",[0.1117 0.1753 0.0741 0.0288 0.3916 0.2186],[0.276  0.2547 0.1202 0.0186 0.1869 0.1435],"[0.2632, 0.3158, 0.3684, 0.0, 0.0, 0.0526]"
나이트오프(Night Off),오늘의 날씨는 실패다,외로울때,"[0.0, 0.1905, 0.0476, 0.5714, 0.1905, 0.0]",[0.028  0.0382 0.0349 0.0447 0.6956 0.1586],[0.1165 0.0295 0.0307 0.0872 0.5046 0.2316],"[0.1905, 0.0476, 0.0476, 0.5238, 0.0476, 0.1429]"
이준형,영원히,외로울때,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",[0.1007 0.1395 0.0829 0.0231 0.5119 0.1419],[0.2631 0.1476 0.0865 0.0326 0.301  0.1692],"[0.0, 0.5, 0.0, 0.0, 0.5, 0.0]"
87dance,너와 나 사이에 띄어쓰기,외로울때,"[0.0667, 0.3333, 0.0667, 0.2, 0.1333, 0.2]",[0.088  0.1848 0.1655 0.2932 0.2319 0.0367],[0.1317 0.1755 0.1282 0.2881 0.2397 0.0367],"[0.4, 0.1333, 0.0, 0.0, 0.2, 0.2667]"
이희상,애열,외로울때,"[0.1538, 0.3077, 0.0, 0.0, 0.1538, 0.3846]",[0.3629 0.0679 0.0291 0.0132 0.2947 0.2322],[0.4511 0.0838 0.0333 0.0141 0.1773 0.2404],"[0.3077, 0.0769, 0.0, 0.0, 0.3077, 0.3077]"
사공(Sagong),사랑이라 알고 있었네.,외로울때,"[0.6, 0.4, 0.0, 0.0, 0.0, 0.0]",[0.137  0.5115 0.16   0.0268 0.0768 0.0879],[0.2452 0.4722 0.0873 0.0134 0.0887 0.0932],"[0.5, 0.4, 0.0, 0.0, 0.0, 0.1]"
이고도,테두리,외로울때,"[0.0, 0.9231, 0.0, 0.0, 0.0, 0.0769]",[0.2108 0.176  0.0628 0.0147 0.4307 0.105 ],[0.2293 0.2559 0.0861 0.0216 0.2755 0.1315],"[0.2308, 0.2308, 0.0769, 0.0, 0.3077, 0.1538]"
우리같은사람들,그 많던 일기는 그저 글자가 되고,외로울때,"[0.2857, 0.0, 0.0, 0.2857, 0.0, 0.4286]",[0.1064 0.0613 0.043  0.0134 0.6863 0.0895],[0.2685 0.0608 0.0669 0.0254 0.4365 0.1419],"[0.0, 0.2857, 0.0, 0.0, 0.0, 0.7143]"
박소은,우리는 같은 음악을 듣고,외로울때,"[0.4444, 0.0, 0.0, 0.1111, 0.2222, 0.2222]",[0.2653 0.0472 0.0276 0.0108 0.4929 0.1563],[0.2606 0.099  0.1081 0.0357 0.386  0.1106],"[0.4444, 0.0, 0.0, 0.1111, 0.4444, 0.0]"
구만(9.10000),Chance,외로울때,"[0.2857, 0.5714, 0.0, 0.1429, 0.0, 0.0]",[0.0984 0.0933 0.0826 0.0543 0.5086 0.1628],[0.1939 0.0325 0.0331 0.0702 0.4298 0.2406],"[0.1429, 0.7143, 0.0, 0.1429, 0.0, 0.0]"
wave to earth,ride,외로울때,"[0.3, 0.3, 0.2, 0.2, 0.0, 0.0]",[0.1204 0.2961 0.0653 0.0202 0.369  0.129 ],[0.0535 0.72   0.1328 0.0165 0.0465 0.0306],"[0.2, 0.6, 0.1, 0.1, 0.0, 0.0]"
사뮈(Samui),춘몽,외로울때,"[0.4, 0.0, 0.2, 0.4, 0.0, 0.0]",[0.3571 0.0372 0.0207 0.0102 0.3637 0.2109],[0.2845 0.0257 0.0273 0.0181 0.4229 0.2214],"[0.4, 0.0, 0.0, 0.0, 0.2, 0.4]"
웨터(wetter),그냥 이대로 있자 (Just Stay),외로울때,"[0.0, 0.7778, 0.0, 0.1111, 0.0, 0.1111]",[0.3238 0.0908 0.0377 0.0316 0.3118 0.2044],[0.288  0.0377 0.0404 0.0345 0.3818 0.2177],"[0.2778, 0.3333, 0.0, 0.0556, 0.1111, 0.2222]"
꿈에 카메라를 가져올걸,오후 세 시,외로울때,"[0.4545, 0.1818, 0.2727, 0.0, 0.0, 0.0909]",[0.2718 0.1223 0.0905 0.0191 0.39   0.1063],[0.2542 0.0654 0.0893 0.0324 0.4269 0.1318],"[0.2727, 0.1818, 0.1818, 0.0, 0.3636, 0.0]"
다섯(Dasutt),Tell Me What U Need,외로울때,"[0.0, 0.0, 0.0, 0.3846, 0.6154, 0.0]",[0.0533 0.0316 0.0313 0.0104 0.8226 0.0508],[0.3237 0.0414 0.0462 0.0227 0.4281 0.1379],"[0.1538, 0.0, 0.0, 0.0769, 0.5385, 0.2308]"
나상현씨밴드,각자의 밤,외로울때,"[0.4091, 0.0, 0.0, 0.0, 0.4091, 0.1818]",[0.2186 0.0929 0.0716 0.009  0.5163 0.0916],[0.4175 0.0535 0.0441 0.0143 0.3175 0.1531],"[0.1364, 0.0455, 0.0, 0.0, 0.5909, 0.2273]"
김수영,꿈 (Still I Love You),외로울때,"[0.3684, 0.4211, 0.0, 0.1053, 0.0, 0.1053]",[0.0541 0.2913 0.2456 0.0408 0.2763 0.0919],[0.2238 0.1857 0.1605 0.0398 0.2867 0.1034],"[0.4211, 0.3684, 0.0, 0.0526, 0.1579, 0.0]"
9와 숫자들,사랑했던 경우엔,외로울때,"[0.1667, 0.3333, 0.0, 0.3333, 0.0, 0.1667]",[0.2166 0.0537 0.0231 0.0225 0.5678 0.1163],[0.2228 0.0371 0.0262 0.0335 0.3623 0.3181],"[0.0, 0.3333, 0.0, 0.3333, 0.1667, 0.1667]"
The Poles (더 폴스),우리에게 필요한건,외로울때,"[0.2, 0.4, 0.4, 0.0, 0.0, 0.0]",[0.2531 0.0803 0.0439 0.0108 0.4722 0.1396],[0.3978 0.0392 0.0301 0.013  0.2834 0.2365],"[0.6, 0.0, 0.0, 0.0, 0.4, 0.0]"
우리같은사람들,Title Role,외로울때,"[0.4, 0.3, 0.0, 0.1, 0.0, 0.2]",[0.1096 0.0303 0.0179 0.0137 0.5974 0.2311],[0.1745 0.0242 0.0207 0.0282 0.4157 0.3367],"[0.2, 0.2, 0.1, 0.0, 0.1, 0.4]"
문없는집,나는 너와,외로울때,"[0.625, 0.25, 0.0, 0.0, 0.125, 0.0]",[0.1818 0.1884 0.0769 0.0184 0.4069 0.1275],[0.3299 0.1441 0.077  0.02   0.3062 0.1228],"[0.375, 0.0, 0.375, 0.0, 0.125, 0.125]"
Lacuna(라쿠나),Montauk,외로울때,"[0.2105, 0.4211, 0.1053, 0.2105, 0.0526, 0.0]",[0.1689 0.0497 0.0382 0.0137 0.5654 0.1641],[0.2857 0.0639 0.0715 0.025  0.3822 0.1717],"[0.3158, 0.3158, 0.0, 0.1579, 0.1053, 0.1053]"
먼데이 키즈(Monday Kiz),너 아니면 안돼,외로울때,"[0.4, 0.6, 0.0, 0.0, 0.0, 0.0]",[0.3324 0.0697 0.0443 0.0156 0.3176 0.2205],[0.3824 0.0323 0.0322 0.0161 0.2579 0.2791],"[0.2, 0.2, 0.0, 0.16, 0.24, 0.2]"
선예,대낮에 한 이별,외로울때,"[0.1579, 0.5263, 0.1579, 0.0, 0.0, 0.1579]",[0.4513 0.0545 0.0193 0.0159 0.1832 0.2758],[0.3819 0.0255 0.0156 0.0125 0.2221 0.3425],"[0.1053, 0.3158, 0.1053, 0.0, 0.0526, 0.4211]"
안다은,별 (아는 여자애 X 안다은),외로울때,"[0.2381, 0.3333, 0.1429, 0.0952, 0.0, 0.1905]",[0.267  0.1092 0.0371 0.0159 0.2462 0.3246],[0.2713 0.0791 0.0455 0.0183 0.3274 0.2583],"[0.2381, 0.381, 0.0, 0.0, 0.0, 0.381]"
"빅 아이즈(박현규, 안다은)",점점,외로울때,"[0.6875, 0.0625, 0.0, 0.0, 0.0625, 0.1875]",[0.4778 0.0334 0.0181 0.0133 0.2053 0.2521],[0.4267 0.0284 0.0165 0.0122 0.2004 0.3159],"[0.3125, 0.0625, 0.0, 0.0625, 0.125, 0.4375]"
조현아 (어반자카파),환상,외로울때,"[0.6, 0.1333, 0.0, 0.0, 0.0, 0.2667]",[0.58   0.0635 0.0425 0.0221 0.1199 0.1721],[0.4381 0.0386 0.0287 0.0145 0.2092 0.2709],"[0.6, 0.0667, 0.0, 0.0, 0.2, 0.1333]"
솔지,어떤가요 (나한테 걸리면 마이아파~ 동막골소녀),외로울때,"[0.45, 0.15, 0.0, 0.1, 0.05, 0.25]",[0.6525 0.0326 0.014  0.0136 0.1209 0.1664],[0.4859 0.0379 0.0197 0.0127 0.1644 0.2795],"[0.15, 0.2, 0.0, 0.05, 0.1, 0.5]"
송소희,여우비,외로울때,"[0.0037, 0.9926, 0.0037, 0.0, 0.0, 0.0]",[0.2915 0.1339 0.062  0.0253 0.1898 0.2976],[0.3741 0.0621 0.0321 0.0145 0.2332 0.2839],"[0.0037, 0.9926, 0.0037, 0.0, 0.0, 0.0]"
임영웅,그대와 영원히,외로울때,"[0.2308, 0.7692, 0.0, 0.0, 0.0, 0.0]",[0.3054 0.1626 0.037  0.0252 0.2914 0.1784],[0.2418 0.1478 0.0514 0.0238 0.3356 0.1996],"[0.0, 0.8462, 0.0, 0.0, 0.0, 0.1538]"
김범수,처음 느낌 그대로,외로울때,"[0.375, 0.125, 0.0, 0.25, 0.125, 0.125]",[0.326  0.0938 0.0465 0.0136 0.3242 0.1958],[0.3871 0.0615 0.0447 0.0147 0.275  0.217 ],"[0.5, 0.0, 0.0, 0.0, 0.25, 0.25]"
린(LYn),늦은 후회,외로울때,"[0.3125, 0.125, 0.0, 0.0625, 0.0625, 0.4375]",[0.4904 0.0292 0.0135 0.0146 0.1688 0.2834],[0.4396 0.0283 0.0166 0.0128 0.1754 0.3273],"[0.4375, 0.125, 0.0, 0.0625, 0.1875, 0.1875]"
신승훈,미소속에 비친 그대,외로울때,"[0.2667, 0.4, 0.0, 0.0, 0.0, 0.3333]",[0.239  0.1221 0.0386 0.016  0.3227 0.2616],[0.3477 0.1777 0.0754 0.0141 0.2257 0.1594],"[0.3333, 0.4, 0.0667, 0.0, 0.0, 0.2]"
izi (오진성),그 여자,외로울때,"[0.0, 0.8095, 0.0, 0.0, 0.0, 0.1905]",[0.2438 0.3285 0.0711 0.0321 0.1492 0.1754],[0.3866 0.0715 0.029  0.0149 0.206  0.2921],"[0.2381, 0.4286, 0.0, 0.0476, 0.0476, 0.2381]"
은가은,사랑,외로울때,"[0.037, 0.4444, 0.0, 0.0, 0.1481, 0.3704]",[0.612  0.0743 0.0233 0.0176 0.0924 0.1804],[0.506  0.0653 0.0248 0.0143 0.1541 0.2356],"[0.1481, 0.2593, 0.0, 0.037, 0.0, 0.5556]"
윤도현,광화문 연가,외로울때,"[0.5556, 0.1111, 0.3333, 0.0, 0.0, 0.0]",[0.512  0.0544 0.0236 0.0109 0.2703 0.1287],[0.4308 0.0771 0.0367 0.0127 0.2434 0.1994],"[0.5556, 0.1111, 0.0, 0.0, 0.0, 0.3333]"
영탁,소녀,외로울때,"[0.4545, 0.3636, 0.0, 0.0, 0.1818, 0.0]",[0.62   0.0433 0.02   0.0134 0.1472 0.1562],[0.4336 0.043  0.0271 0.0125 0.2365 0.2473],"[0.5455, 0.0, 0.0, 0.0, 0.3636, 0.0909]"
이은미,미련한 사랑,외로울때,"[0.2143, 0.2857, 0.1429, 0.1429, 0.0714, 0.1429]",[0.2859 0.0358 0.0199 0.0165 0.2861 0.3558],[0.2855 0.029  0.0179 0.0145 0.2598 0.3932],"[0.1429, 0.0, 0.0, 0.0, 0.2857, 0.5714]"
유재하,사랑하기 때문에 (Orchestra Ver.),외로울때,"[0.2143, 0.7143, 0.0, 0.0, 0.0, 0.0714]",[0.5958 0.0979 0.0289 0.015  0.1218 0.1406],[0.4817 0.0839 0.0303 0.012  0.1507 0.2414],"[0.1429, 0.4286, 0.0, 0.0, 0.0714, 0.3571]"
웅산,별이 진다네,외로울때,"[0.1333, 0.3333, 0.0, 0.0, 0.0, 0.5333]",[0.1358 0.0645 0.0306 0.0272 0.3165 0.4255],[0.1807 0.0362 0.0313 0.0279 0.3878 0.3361],"[0.2667, 0.0667, 0.0667, 0.0, 0.0, 0.6]"
서기,그리움만 쌓이네,외로울때,"[0.5, 0.25, 0.0, 0.0, 0.0, 0.25]",[0.5997 0.0357 0.0163 0.0139 0.1198 0.2145],[0.4759 0.0547 0.0213 0.016  0.1433 0.2889],"[0.4375, 0.25, 0.0, 0.0, 0.0, 0.3125]"
윤설하,가시나무,외로울때,"[0.2857, 0.0, 0.0, 0.3571, 0.0714, 0.2857]",[0.0893 0.0578 0.0247 0.0221 0.6102 0.1959],[0.2094 0.0365 0.0307 0.0245 0.4691 0.2298],"[0.2857, 0.0, 0.0, 0.2143, 0.1429, 0.3571]"
페노메코(PENOMECO),언제나 그대 내곁에,외로울때,"[0.2, 0.4667, 0.0, 0.0, 0.2, 0.1333]",[0.1166 0.0395 0.0239 0.0092 0.6566 0.1542],[0.3338 0.0441 0.0317 0.0151 0.3322 0.2431],"[0.4667, 0.2, 0.0, 0.0, 0.3333, 0.0]"
강인원,"비오는날 수채화 (발라드버젼) (With 김명상, 강윤식)",외로울때,"[0.1429, 0.5714, 0.0, 0.2857, 0.0, 0.0]",[0.0796 0.1152 0.0631 0.0246 0.6422 0.0753],[0.2322 0.0512 0.0571 0.0465 0.4702 0.1429],"[0.0, 0.8571, 0.0, 0.1429, 0.0, 0.0]"
웅산,꿈결같은 세상,외로울때,"[0.3636, 0.2727, 0.0, 0.2727, 0.0, 0.0909]",[0.2138 0.0566 0.0247 0.0184 0.4001 0.2865],[0.2583 0.0261 0.0167 0.0165 0.3503 0.332 ],"[0.1818, 0.0909, 0.2727, 0.1818, 0.0909, 0.1818]"
우주히피(Cosmos Hippie),여기,외로울때,"[0.4, 0.3, 0.1, 0.0, 0.0, 0.2]",[0.447  0.14   0.0794 0.0124 0.2016 0.1196],[0.4857 0.0965 0.0718 0.0138 0.1948 0.1374],"[0.4, 0.4, 0.0, 0.0, 0.2, 0.0]"
담소네공방,내 탓,외로울때,"[0.0, 0.0, 0.0, 0.3043, 0.2174, 0.4783]",[0.1101 0.0247 0.0155 0.01   0.6905 0.1492],[0.2171 0.0289 0.0223 0.0288 0.458  0.245 ],"[0.1739, 0.0, 0.0, 0.087, 0.2609, 0.4783]"
PPCX (피터팬컴플렉스),News,외로울때,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.1766 0.0275 0.025  0.0466 0.4625 0.2619],[0.2972 0.0172 0.021  0.0215 0.2814 0.3616],"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]"
윤종신,느슨 (Feat. 신치림),외로울때,"[0.05, 0.6, 0.1, 0.1, 0.0, 0.15]",[0.3282 0.0798 0.0554 0.019  0.2439 0.2736],[0.4332 0.0602 0.036  0.0132 0.169  0.2884],"[0.1, 0.4, 0.2, 0.05, 0.05, 0.2]"
아마도이자람밴드,퇴근,외로울때,"[0.1538, 0.0769, 0.0, 0.2308, 0.4615, 0.0769]",[0.223  0.0363 0.0248 0.0115 0.5505 0.1538],[0.3258 0.0351 0.0419 0.0202 0.4195 0.1574],"[0.1538, 0.0769, 0.0, 0.0, 0.4615, 0.3077]"
이승열,Til the end,외로울때,"[0.1429, 0.5714, 0.0, 0.0714, 0.0, 0.2143]",[0.2457 0.0307 0.015  0.0169 0.3023 0.3895],[0.1875 0.025  0.0193 0.0253 0.4024 0.3403],"[0.0, 0.2143, 0.0714, 0.2143, 0.0, 0.5]"
Mando Diao(만도 디아오),I Was Blind,외로울때,"[0.0714, 0.1429, 0.0, 0.5714, 0.1429, 0.0714]",[0.0696 0.1422 0.1168 0.3845 0.2485 0.0384],[0.0799 0.11   0.0848 0.4877 0.2034 0.0342],"[0.0714, 0.0, 0.2857, 0.1429, 0.0714, 0.4286]"
최백호,바다 끝 (Feat. HEN),외로울때,"[0.2, 0.2, 0.2, 0.0, 0.0, 0.4]",[0.3161 0.0597 0.028  0.0141 0.2999 0.2822],[0.3419 0.0422 0.0227 0.0126 0.2575 0.3231],"[0.4, 0.0, 0.2, 0.0, 0.0, 0.4]"
유승우,서울살이,외로울때,"[0.1579, 0.2105, 0.0, 0.2105, 0.0526, 0.3684]",[0.3785 0.0531 0.0249 0.0212 0.1619 0.3604],[0.3032 0.0337 0.0254 0.0268 0.3081 0.3028],"[0.0526, 0.1053, 0.0, 0.1053, 0.0526, 0.6842]"
James Blake(제임스 블레이크),When We’re Older,외로울때,"[0.1667, 0.3889, 0.0, 0.3333, 0.0, 0.1111]",[0.0762 0.1307 0.1177 0.3713 0.2656 0.0385],[0.0871 0.1447 0.1003 0.4263 0.2083 0.0333],"[0.1667, 0.0556, 0.0556, 0.3889, 0.0556, 0.2778]"
Matt Maltese,Strange Time,외로울때,"[0.0667, 0.6, 0.0667, 0.2667, 0.0, 0.0]",[0.0825 0.1253 0.109  0.4231 0.2257 0.0344],[0.1141 0.1398 0.1124 0.3812 0.2192 0.0333],"[0.0, 0.0667, 0.2, 0.4, 0.0667, 0.2667]"
Adele(아델),My Little Love,외로울때,"[0.0, 0.625, 0.0, 0.125, 0.0, 0.25]",[0.0806 0.1553 0.1425 0.3167 0.267  0.0378],[0.1304 0.1754 0.1244 0.3232 0.2081 0.0386],"[0.25, 0.125, 0.125, 0.125, 0.0, 0.375]"
Jacky Terrasson(재키 테라슨),Oh My Love,외로울때,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",[0.0747 0.1718 0.154  0.3222 0.2455 0.0319],[0.1117 0.1592 0.1326 0.3521 0.211  0.0334],"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
Billie Eilish(빌리 아일리시),Halley's Comet,외로울때,"[0.3125, 0.375, 0.0625, 0.125, 0.0, 0.125]",[0.0766 0.1305 0.1273 0.3448 0.283  0.0378],[0.1222 0.1243 0.0959 0.419  0.198  0.0406],"[0.1875, 0.125, 0.0, 0.1875, 0.1875, 0.3125]"
Crush,From Midnight To Sunrise,외로울때,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",[0.0826 0.115  0.101  0.5407 0.1293 0.0314],[0.1141 0.1343 0.0922 0.4262 0.1868 0.0465],"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
Gregory Alan Isakov,Dandelion Wine,외로울때,"[0.3333, 0.3333, 0.1667, 0.0, 0.0, 0.1667]",[0.0692 0.1211 0.0906 0.4793 0.2008 0.0391],[0.0808 0.0919 0.074  0.5011 0.2117 0.0404],"[0.1667, 0.0, 0.0, 0.8333, 0.0, 0.0]"
Rex Orange County(렉스 오렌지 카운티),Happiness,외로울때,"[0.3529, 0.4118, 0.0, 0.1176, 0.1176, 0.0]",[0.0797 0.1176 0.0952 0.4385 0.2314 0.0377],[0.0902 0.1056 0.0805 0.4774 0.2106 0.0357],"[0.0, 0.1176, 0.0588, 0.2941, 0.2353, 0.2941]"
