,diary,emotion,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
6293,웃으며 니 얘기는 할 수 없지만,5,,,,,
6294,이젠 매일 괴로워 하지 않는다.,5,,,,,
6295,왜 너같은 사람들 때문에,5,,,,,
6296,내 인생에 스크레치가 나야하는지,5,,,,,
6297,아직은 이해 할 수 없다.,5,,,,,
6298,평생 잊지 않고 너를 저주 하면서 살고 싶지만,3,,,,,
6299,저주는 하는 사람이 더 힘들다더라,5,,,,,
6300,나를 힘들게 하는 일은 더이상 하고 싶지 않다.,5,,,,,
6301,그저 돈이 많았으면 좋겠다...내 인생은 어렸을때부터 꼬였다,5,,,,,
6302,꼬이는 이유는 보통은 돈이 없어서지...,5,,,,,
6303,돈이 정말 많았으면 좋겠다...돈..많은 백수가 되고싶다...,5,,,,,
6304,아니면 내가 원하는 일을 하며 돈을 벌고 싶다....,5,,,,,
6305,정말로 싫다...내가 원하는 일을 하지 못하고 단순히 가계에 도움이 되는 직업을 가져야 했던 시기를,3,,,,,
6306,내가 하고싶은 일을 가르쳐주는 고등학교에 가겠다고 했을때 나에게 약속했던 지원을 다 끊어버리겠다고 협박하던 사촌형이 있었다.,3,,,,,
6307,돈이 무슨 소용일까 내가 하고싶던 일을 하지 않으면 난 정말 불행할거같은데,5,,,,,
6308,멍청한게 뭐가 잘못일까 그 _ 나는 중학교 졸업도 하지않은 완전한 어린아이였는데,5,,,,,
6309,성장할 가능성이 있는 어린아이에게 그런 말을 했다는게 정말 치가떨리고 소름이 돋는다.,3,,,,,
6310,그 전부터 정신적 학대를 받았지만...그 날 이후로 그저...감정을 숨기는데 급급했다.,3,,,,,
6311,속으론 눈물과 화를 내면서 겉으로는,5,,,,,
6312,"""내가 멍청했나봐 역시 바로 취업을 하는게 좋은데...ㅎㅎ""하면서 공업 고등학교에 지원했다...",5,,,,,
6313,그땐 내가 어려서 무슨일을 당했는지 몰랐지만...크고나면서 배우다보니 그게 성폭행인걸 알았고...그 형은 내가 어려서 기억을 못할거라고 생각하는지 지금도 나랑 연락을 하고있다...정말 끔찍하다....너무...끔찍해,3,,,,,
6314,내가 어렸을때부터 우리집은 많이 힘들었고 나는...우리집을 위해 돈을 벌어야한다는 생각뿐이었다,3,,,,,
6315,정말로 멍청했다,5,,,,,
6316,내가 왜 단순히 피가 섞였다는 이유로 그들을 위해 돈을 벌어야 하는가?,3,,,,,
6317,피가 섞인 가족이란 이유로 그들을 사랑해야하는가? 그들이 내 인생에 도움이 되지 않는다면,5,,,,,
6318,그들을 사랑할 이유가 없다는걸 깨달았다.,4,,,,,
6319,정신과 선생님께 정말 감사드리고 있다....,1,,,,,
6320,2020년 1월에는 내가 너무 무기력해 아무것도 하고싶지 않았다. 매년 다이어리를 써왔지만 올 해는 다이어리를 쓸 자신이 없었다. 나에게 다이어리란 1년을 책임진다는 의미였기에 자신이 없어 구매를 미뤄왔고 오늘 다시 다이어리를 사야겠다 다짐했다. 하루하루가 지나고 기록없이 흘러가는 시간이 아깝다고 느껴졌기 때문이다. 올 해도 힘내서 버텨보자,5,,,,,
6321,오늘은 일부러 일찍 밝을 때 나갔는데도 날이 흐려서 별로였다. 흐려서 그런지 너무 추웠고 애기도 시민공원이 지겨운지 신나하지도 않고 공놀이도 하지 않았다. 다른 강아지들은 같은 곳을 매일 가도 좋아한다던데 우리 애기는 며칠만 가도 지겨워 하는 게 눈에 보여서 안타깝다.. 주인을 닮아서 그런가보다. 집 주변에 산책할 곳을 더 찾아보던가 해야겠다. 오늘 집에와서 만득이 가지고 너무너무 잘 놀았다. 혼자 인형에 화도 내고 노즈워크인형도 뜯고 우드스틱도 갉갉하고 그러다가 또 자고.. 너무 신기하고 사랑스러운 생명체인 것 같다. 항상 사랑해.,1,,,,,
6322,나는 사실 시험을 좋아하는 편이다. 수능도 많이 좋아했다. 완벽한 인터넷 강의 시스템이 이미 마련되어 있고 문제집도 차고 넘치는 시험이 어디있겠는가. 지금 다른 시험을 준비하니 수능이 그립다.,5,,,,,
6323,내뱉었어야만 했던 걸까. 요즘 신중히 행동하고 말하려는 노력을 많이 하는데 그만큼 내가 더 무거워지는 것 같다. 그렇게 하지 말라는 건 아닌데 매순간을 그렇게 살 수는 없지 않은가. 한번 사는 인생인데 마음껏 좀 해보면 어때.,3,,,,,
6324,한국 기독교에 대한 불만이 많고 나도 강제로 설교와 교회에 다닐 것을 종종 강요 받았지만 다른 사람들이 믿는 종교를 함부로 말하고 싶지도 않고 선량한 기독교인들도 많기에 이야기를 하지 않는 편이다 하지만 딱한 가지 오늘처럼 더운 날이 매년 다가오면 특정 교회의 종파가 불편해진다 타인의 행동은 그 사람의 자유라 생각하고 자신이 책임지면 그만이라는 생각을 가진 나지만 이 더운 날씨에 오후 활동이 금지된 날씨임에도 양산을 쓴 할머니들이 공원이나 학교  도서관에서 특정 기독교 브로셔를 주는 건 정말 오지랖이 발동안한다. 정말 할머니들을 말리고 싶은 마음이 크다 그리고 그걸 매년 방관하는 교회에대도 따지고 싶다. 하지만 내가 할 수 있는 건 얌전하게 팜플렛을 받는 것 밖에 없다.,3,,,,,
6325,그래 솔직히 인정해. 한국에서 공부 힘들었고 그걸 도피하듯이 이탈리아로 왔어. 근데 이제는 목표가 있다 이거야. 열심히 미술하고 공부해서 미술 대학 갈거야. 무조건 꼭! 여건이 어렵더라도 내 길은 내가 만들어 나갈거야. 만약 내가 너무 힘들다면 너의 목표를 생각해줬음 좋겠어. 여기서 또 포기하면 지는거야. 이젠 아무리 힘들고 지쳐도 다시 마음을 붙잡고 긍정적으로 생각해서 미대 가는거야. 10년 뒤 뉴욕에서 디자인하고 있을 너를 떠올리자! 멋있지 않니?,2,,,,,
6326,"오늘은 아침부터 대단한 실수를 세 번이나 했다. 환불을 하고서 싸인을 안 받지를 않나, 카드 환불을 안 했질 않나, 그것도 모자라 2센트를 더 받아버려서 또 시재가 안 맞는다. 진짜 제정신이 아니었던 건지.. 휴.. 정신 없었다. 헬렌이 항상 나한테만 유독 잔소리를 하는데 솔직히 내가 실수가 잦긴 하지만 저 잔소리중 대부분은 나한테 해당되는게 아닌 경우가 더 많아서 좀 짜증이 난다. 구구절절 설명도 하기 싫고 그냥 듣고 있으면 울화통 터진다. 아 영어좀 잘 하고 싶다. 그래도 오늘은 왠지 영어가 평소보다 좀 잘 길게 나온 거 같아서 좀 뿌듯하다. 유튜버 '뷰신' 이라는 사람의 영상을 봤는데 10개월만 공부 했다는게 믿기지 않을 정도로 영어가 정말 자연스럽고 듣기 좋았다. 내 생각에 지금 내 영어는 그사람이 10개월 공부하기 전이랑 비슷한 느낌이 든다. 이미 5개월이나 싱가폴에 살았었는데 왜 이런가 자주 회의감이 든다. 하지만 가장 중요한건 역시 내가 지금 하는 일을 포기하지 않는 거겠지. 어제 아빠가 했던 말이 문득 떠오른다. 지금 세월이 아깝다고 느껴지는 나에게, 외국에서 혼자 5개월이 넘는 시간동안 잘 지내온 것 만으로도 대견한 일이라고 해주신 말이 너무 가슴에 남는다. 사실 스스로에게 끊임없이 실망하는 이유가, ''더 잘해낼 수 있었다'는 것에 대한 압박인 것 같기도 하고. 하지만 긍정적으로 생각하려고 해도 속이 너무 상하는 것은 정말 어쩔 수 없는 것 같기도 하고. 참 복잡하다. 당신 딸 잘 해내고 있고, 남들보다 더 잘해나가는 멋진 사람이다 하고 보여주고 싶은데, 어쩌면 이 생각 자체가 내가 아닌 남에게 가준을 두기 때문에 더 힘든 것도 같고. 생각이 많아지는 밤이다.",3,,,,,
6327,누나는 벌을 맨손으로 잡았다가 벌에 쏘였다. 손이 부어서 아파보였다.,5,,,,,
6328,근데 누나는 손가락에 벌침이 박혀서 벌렁거린다고 신기해 했다. 누나가 징그러웠다.,3,,,,,
6329,점심을 먹고 메기잡이 시간이 왔다. 수영장에 메기들을 풀면 맨손으로 잡는건데 우리는 4명이서 한 마리도 못잡았다. 다행이 옆텐트사람이 한마리를 구워서 선물로 주셨다. 메기는 구워먹는 것보다 매운탕 으로 먹는게 더 맛있는 것 같다. 아무튼 주셔서 감사합니다.,1,,,,,
6330,날이 깜깜해지고 나서는 밤을 주웠다. 아빠가 밤나무를 털다가 관리하시는 분에게 혼났다. 아무튼 밤을 엄청나게 많이 주웠고 모닥 불에 구워먹었다. 메기보다 맛있었다.,1,,,,,
6331,우리가족은 캠핑을 많이 해서 좋은 것 같다. 현장처험 내고 더 많이 놀러 다녔으면 좋겠다.,2,,,,,
6332,지난주 토요일에 축구를했다. 연습할 때 안돼서짜증 났다. 연습할때 골을 넣어서 다행이다. 경기할때 내가 4골을 넣었다. 다른 친구들이 3골을 넣어서 7대1로 이겼다.,3,,,,,
6333,"강원도 고성군에 엄청큰 산불이났다. 지금은 다시 복구를 하고 있다. 집을 잃은 사람들에게 구호물자(옷,음식)을 나눠주고 있다. 사람들이 불탄집을 보기만 해도 눈물이 난다고 한다. 만약 내집이였어도 나는 울었을 것이다.",5,,,,,
6334,"아빠, 엄마, 형, 누나, 나랑 김포에 있는 고흐  전시관에 갔다.사진이 그림으로 바뀌는 것도 기억에 남고'별이 빛나는 밤에'그림도 기억에 남았다. 그리고 멋있었고 다음에 또가보고 싶다.",2,,,,,
6335,나는 축구를 좋아하고 잘함니다.그리고 줄넘기 도 잘합니다.그리고 체육을 좋아함니다. 우리 가족하고 아주아주 행복하개 살고 싶고 오래오래 살고 건강하게 지내고 싶습니다. 가족과 함께 가족여행을 많이하고싶습니다. 즐거운 추억을 만들고 싶어요.,1,,,,,
6336,2월3째주 월요일 드뎌 퇴근하다 내일은 여유롭게 광화문 출근이다 늦잠잘수 있는 기대감으로 퇴근길이 여유롭게 느껴진다  조금 있음 이 회사도 끝인데 히루하루가 계속 다닐거만 _은 지루함으로 다닌다,2,,,,,
6337,몸도 맘도 편안해진다,1,,,,,
6338,아프지 않아서 참 좋다,1,,,,,
6339,부정적인 생각은 내몸과 맘을 병들게 한다,3,,,,,
6340,행복해진다,1,,,,,
6341,만족하면 행복해진다,1,,,,,
6342,현실에 만족하고 감사하며 많이 깔깔 웃으며,1,,,,,
6343,좀 모자란듯 살아야지ㅎㅎ,1,,,,,
6344,나는 불평을했다,3,,,,,
6345,우린 깔깔 한바탕 웃었다ㅎ,1,,,,,
6346,고맙습니다,1,,,,,
6347,감사합니다,1,,,,,
6348,행복한 밥상이었습니다,1,,,,,
6349,맛있게 치킨을 먹었다.,1,,,,,
6350,재미있는 하루 였다. ^^,1,,,,,
6351,오늘 남구청에서 도전 골든벨을 했다. 골든벨에서 번호표를 주었다. 그리고 안에들어가서 모자에 번호표를 달았다. 그리고 진행자가 남구 청장님들을 소게하고 골든벨을 시작했다. 그리고 상품을 나누어 주었을때 내가 프라이팬을 받았다. 그래서 다음에 또 하고 싶다.,2,,,,,
6352,오늘은 성탄절. 뭐 다른 애들은 크리스마스라고 부모님께 선물 사달라고 조르거나 산타할아버지를 손꼽아 기다리겠지만 우리 가족의 성탄절은 해마다 같다. 먼저 예수님의 생신을 축하드리는 예배를 드리고 아빠의 친구들을 만나 맛있는 저녁을 먹는다. 그나마 이번엔 조금 평범하지 않았던 것 같다. 사업에 성공하여 부자가 되어 60층 넘게 높은 아파트에 사는 부자친구 집에 놀러갔다. 엘리베이터 올라가는데 침을 꼴딱꼴딱 삼키지 않으면 귀가 멍멍해질 정도로 높았다. 맛있는 오리고기를 먹었다. 그리고 그 오리고기집에 있는 놀이방에 추억의 오락 게임이 있었다. 격투게임은 역시 내가 최고였다. 똑같지만 재미있는 하루였다.,1,,,,,
6353,오늘은 호이안에서 다시 다낭으로 왔다. 드디어 내가 그토록 가고 싶었던 바다를 갔다. 미케 비치는 너무 예뻤다. 미케 비치에서 먹은 코코넛 주스도 생각보단 아니지만 맛있었다. 바다에서 숙소까지 거리가 조금 있어서 왔다갔다하는데 다리가 너무 아팠다. 첫 날 다친 발가락 때문에 왼발만 담그고 오른발은 담그지도 못했다. 아쉬웠다. 낮에도 밤에도 바다를 갔는데 낮에 본 바다는 눈부시게 아름다웠다면 밤에 본 바다는 조용했지만 시원하게 불어오는 바람 덕에 좋았다. 만약 나중에 다시 미케 비치를 간다면 두 발을 모두 담가보고 싶다.,2,,,,,
6354,오늘은 그림을 그렸다. 라이온 수학책을 그렸다. 조금 어려웠는데 계속 하다 보니 재밌었다. 기분이 나쁘지 않았다. 그림을 그렸는데 엄청 예뻤다.,1,,,,,
6355,만드를 빗었다.처음에는 재미있었는데 갈수록허리가 아팠다.만두피 2통을다 빗어서누나가3통을 더사왔다.3통을더 만드니 허리가더아파 졌다.내가 한 만두를먹으니허리아픈게싹사라졌 다.좋은추억이되고 기뻤다. 다음에또만들고싶다.,2,,,,,
6356,1열람실은 칸막이로 나누어져 있었고 2열람실은 그냥 책상만있었다.어린이 열람실에는 책들이 많고 벤치가 푹신 했다.식당.매점에서는 치즈 돈까스를 먹었는데 그나마 싸고 맛있었다 열람실을 사용하려면 2층에 가서 표를 뽑아야 한다는 게 귀찮았지만 그래도 좋은 경험인 것 같아서 또오고 싶다.,2,,,,,
6357,아빠가 차를 바꿨다. 역시 외제차가 좋긴 좋다.,1,,,,,
6358,젤 좋은 건 차 안에 색깔을 바꿀 수 있는거,1,,,,,
6359,난 진짜 성인이 되면 운전면허 부터 따서 차 운전하고 다닐거야. 운전이 너무 하고싶다. 목적지 없이 노래 크게 틀어놓고 부르며 달려보고싶고 가끔 우울하면 밤에 친구들 차에 태워서 여행도 가고싶다. 차를 사면 방향제도 꼭 살거구 핸들 케이스도 꼭 살거다. 차 있는 아빠가 너무 부러워지는 순간이다,2,,,,,
6360,"글은 쉽게 쓰여지는 것이 가장 매력이며 재밌다고 느껴진다. 글을 쓰면 나는 조금이라도 내 감정을 덜어내 표현할 수있다는게 좋다. 특히 나는 짧은 조각글들을 이어서 쓰는 것을 즐겨한다.글이 내 취미고 내 일상이 되어버린것처럼 어느새 재미가 있어졌다. 어릴 적 그 흔한 책들도 거들떠보지도 않았다만 이 행위가 즐거워지고 도리어 커가면서 책을 읽게되면서 책의 인용구나 좋은 글귀를 보면 마음이 사로잡히는 기분이 들기도 하다.글, 볼수록 즐겁고 쓸 수록 흥미가 생긴다",2,,,,,
6361,"경주블루원리조트에서 1박 2일동안 지내니까 주말이 다 갔다. 숙제할 것만 산더미같이 남았다.  개학이 얼마 안 남았다. 아. 경주블루원리조트 프라이빗콘도 55평에서 잤는데, 나도 커서 이런 저택 또는 별정에서 살고 싶다는 생각을 했다. 그 때 읽겠다던 조지오웰의 1984년을 잠시 접어두고 '7막 7장'을 읽고 있다.",2,,,,,
6362,한 인물 (캐네디 대통령) 만을 동경해 자신의 꿈을 이룬 글쓴이가 참 존경스럽다.,2,,,,,
6363,이래서 롤모델이 중요하구나.,2,,,,,
6364,"토요일날 이른 아침에 차를 타고 양평으로 갔다. 중간에 휴게소에 들러서 우동도 먹었다. 그리고 레일바이크를 타면서 놀았다. 정말 셀카도 잘 찍히고 기분이 좋았다. 그리고 오후쯤에 콘도에 도착해서 콘도 앞에 있는 산에 올라갔다가 왔다. 그 산에는 미니동물원이 있었는데 염소와 양, 닭, 토끼가 있었다. 먹이를 줬더니 엄청 좋아했다. 정말 귀여웠다. 그리고 저녁으로 고기를 구워 먹고 콘도에 와서 불닭볶음면을 먹고 TV를 보면서 잠이 들었다. 그리고 다음날 아침을 먹고 집으로 돌아왔다. 정말 기분 좋은 날이였다.",1,,,,,
6365,항상 겨울만 되면 덕유산 상고대가 보고 싶었는데 올 겨울 드디어 고등학교 동창들과 덕유산에 가게 되었다. 덕유산 상고대에 멋지게 눈이 쌓인 모습을 찍고 싶었는데 4번째 가고서야 멋있는 상고대를 볼 수 있었다. 덕유산 나뭇가지에 눈이 소복히 내린 모습이 너무 예뻤다. 오랜만에 덕유산에 올라가 추위도 잊고 마음껏 사진을 찍었더니 너무 행복했다.,1,,,,,
6366,"수학여행 마지막 날. 어제부터 얼마나 집에 가고 싶었는지 모른다. 친구들이랑 같이 노는 것도 재미있었지만, 가족들이 너무 보고 싶었다. 아침에는 정신 없이 나와서 실수로 캐리어를 다른 차에 실었다. 이따가 찾으러 가면 되겠지, 했는데 내 캐리어를 잃을 뻔했다. 어쨌든 잘 해결돼서 다행이긴 하지만, 다음에 여행 갈 때는 혹시 모를 상황에 더 더 조심해야겠다. 공항에 가기 전에는 용두암에 들렀다. 친구들도, 선생님들도 많이 지친 모습이었다. 자유 시간을 많이 받은 것도 아닌데, 일찍 버스에 들어가서 앉아 있었다. 그리고는 공항에 가서 수하물 부치고, 조금 걸어다니다가 면세점 구경도 하고, 비행기를 타러 갔다. 자리에 앉자마자 너무 졸려서 바로 잠들고 싶었는데, 창문 사진은 찍고 싶어서 버티다가 얼른 찍고 잤다. 노래를 들으면서 잤는데, 승무원분께서 음료를 주러 오셨을 때 나도 모르게 눈을 떴다. 자면서도 주스는 먹고 싶었나.... 다시 잠들었다가 비몽사몽 비행기에서 내리고, 버스를 타고 횡성으로 갔다. 그리고는 햄버거를 먹고, 카페에 가서 버블티 먹고, 집에 오자마자 옷을 갈아입고 누웠다. 역시 집이 최고야. 여행은 재미있었지만... 집 나가면 개고생이야.",4,,,,,
6367,재수 안 할거다.. 죽어도 안 할거다... 내 의지로는 하고 싶어도 못함. 남은건 학종밖에 없다.. 솔직히 말해서 도당동이나 원종동애들이랑 같은 수준이면 몰라도 아래학교로 가게되면 ㅈㄴ 빡칠거같음. 미안한데 대학은 진짜 잘 가야 겠다.. 수능은 죽어도 자신없다.. 재수생들은 둘_치고 교육과정을 무슨 샤프심 갈듯이 바꿔버려서 재수도 못함... 아니 너무 불리함... 진짜 02년생들 교육과정 벼락도 모자라서 코로나 벼락까지 맞음 이게 뭔일이다냐.....  코로나 빨리 해결 되면 좋겠다 학원 쉬는건 좋았는데 보충 생각하니 눈앞이 캄캄해짐... 이거 다 쓰고 미적분 공부하러 가야지.. 진짜 피눈물난다 삼각함수 좀 가만히 냅두세요 왜 자꾸 미분하고 적분하고 나누는 건데;,3,,,,,
6368,시간이 갈수록 초조하다. 올해가 마지막이다. 지금 못하면 영원히 못 할것이다. 내가 더 잘할 수 있는데. 정말 의미없는 말이다. 이것조차 가장 잘 할수 없다면 나는 대체 뭘까.,3,,,,,
6369,자꾸 열등감만 커진다. 전에는 어설퍼도 언제나 쓸 수 있는 에너지가 있었는데 지금은 뭔가에 막힌 기분이다. 내가 정말 할수 있을까?,3,,,,,
6370,다른 게 대체 무슨 의미가 있을까. 시간낭비다. 사람에게 영혼이 있다면 그안에 내제된 에너지는 분명 한정되어 있다. 그리고 그 에너지를 쓸데없느 곳에 낭비하는 만큼 한심하고 안타까운 일이 있을까. 언젠가는 아이디어도 필력도 다 바닥나버릴텐데.,3,,,,,
6371,점점 쫓기는 기분이다.,3,,,,,
6372,이루지 못할바엔 차라리 죽는게 나을지도  모른다.,3,,,,,
6373,시작해야지 라는 다짐은 아무 소용이 없다. 이건 하잘데없이 노력이나 한다고 되는 게 아니니까. 쓰는게 아니라 받아적는것인데.,3,,,,,
6374,"길거리에 도둑들이 춤을 출때쯤 아름다운 가치사전을읽었다. 가치사전중에서도 나는 ‘보석디자이너,라는 꿈을위 해 가치사전에서 첫째, 양심을골랐다. 내가 이 가치를고른이유는 ’보석디자이너, 를할때 남을속이는것은 좋지않고 올바른행위가 아니 라고생각했기때문이다. 이처럼나는 보석디자이너를할때양심을 지킬것이다.둘째,친절이다.내가이가치를 고른이유는 내가보석디자이너를할때이가치, 즉친절하지않으면 사람들이 날좋아하지 않고우리가게를나는열심히하고있어도찾지않을것같다. 하지만친절하면우리가게는소문이날것같다. 그만큼 꿈은 소중하다. 나는그렇게 보석디자이너가좋다. 여러분도 꿈꼭이루길바랄게요!!",2,,,,,
6375,"오늘은 어드덧 새 해가 발았다. 나는 기분이 너무 않좋기도, 좋기도 했다. 왜냐? 나는 4학년이 되기가 싫다. 왜그러냐면.... 4학년 공부도 어려워 지고, 나이가 많아 지는 것이 싫다. 이번에 새 해는 쥐띠라고 엄마께서 말은 해 주셨다. 우리엄마는 외할머니와 같이 쥐띠 이시다.(나는호랑이띠 ㅋ) 나의 물띠는 언제 올까?친구 한테 들었는데 2년 정도 있으면 된다고 들었다. 하지만 내가 6학년 이어야 해서..... 기분이 별로 좋지 않았다. 하지만 열심히 기다려 볼것 이다. 내 동물띠인 호랑이띠",3,,,,,
6376,빨리 와라~!!!! 내가 기다린다.,2,,,,,
6377,"<체스> 오늘은 아빠랑 같이 체스를 했다. 체스는 왕을 죽이면 승리 하는걷이다. 이게임을 말,성,병,군사,여왕,왕이 있다. 말은 두개, 병사는두개,성을 두개, _은 여덞개다. 그리고 나머지는 한개씩있다. 그리고 체스는 참 재민다. 끔~.",1,,,,,
6378,폐렴에 걸려서 입원을 했다. 손등에 주사를 맞았다. 주사를 맞을 때 처음엔 안 아플것 같았지만 눈물이 저절로 났다. 그런데 실제로 맞아보니 안아팠다. 난 용기가 없는 것 같았지만 엄마는 3번씩이나 주사를 맞아서 씩씩하다고 하셨다.,3,,,,,
6379,"우리 가족은 말레이시아에 있는 '쌍둥이빌딩, 트윈타워' 를 만들었다.너무 멋졌다.",2,,,,,
6380,아세안 10개국에 대해 알아서 재미있었고 건물을 만들어 유익한 시간이 된 것 같다.,1,,,,,
6381,난 오늘 태풍이와서 감판 4개가 다떨렸다. 그리고 태풍 을 뚫고 아침에 10시 지나고 간는데 문을 닫다따. 밤에 갈는 데 문을 두구두구 열었다. 그러서 샀다 너무너무 조았다 크 아빠엄마랑 다견화 했다 그리고 엄마랑 친키도 멈어다 멈어다 그리고엄마 가 화내닸,1,,,,,
6382,요즘 운동에 빠져서 근력 운동을 하는 중이다. 누나랑 엄마는 팔뚝이 징그럽다고 했지만 나는 마음에 든다. 반에서 내가 팔씨름 3등이다. 조금 뿌듯하다. 매일같이 운동하는 보람이 있다. 이제는 팔 굽혀 펴기도 15번을 연속으로 할 수 있다. 10kg짜리 아령과 60kg짜리 악력기로 매일매일 팔 운동을 하다 보니 정말 세진 느낌이다. 아빠랑 비슷할 것 같다. 운동하는 건 정말 재미있다.,2,,,,,
6383,너무 맛있어서 3공기나 먹었다. 먹고 배가터지는줄 몰라다. 그래서 오후 훌련을 하다가 너무열심히해서 배가곱팠다.,1,,,,,
6384,왜배는 먹어도먹어도 곱울까? 내배속에 거지가 들었나보다.,3,,,,,
6385,사촌동생이랑놀았다.여자이고3살이다 너무너무 귀엽다.재미있는 놀이를하였다.,1,,,,,
6386,"숨박꼭질도하고, 자동차놀이도하고, 케익놀이등등을했다.저녁밥을먹었다.고기반찬을먹었다.늦은밤에 가족과 카페를 갔다.어른은 커피를먹고,나랑 사촌동생은팥빙수를먹었다.(빙수는어른들도같이먹었다.)사촌동생이랑헤어질시간이다.섭섭했지만좋은하루였다.(너무졸렸다)",1,,,,,
6387,내가 윷이 연속으로 3번 나와서 좋았다. 이긴 사람이 천원을 가저가는 게임이었다.,1,,,,,
6388,첫번째는 누나가 이겼다그다음에는내가 이겼다.윷놀이가 재미있어서 다음에 또 하고 싶다,2,,,,,
6389,오늘은 동생이생일이 여서 '에버랜드'에 갔다. 사파리로들어갔다. 백사자는 에버랜드 에만 있었다. 그리고 우리나라에 2마리만 있다는 판다도 보았다. 판다가 밥을 너무 잘 먹고 있는것 같았다. 이제 놀이 공원에 가서 빙글 빙글도는 놀이 기구를 탔다. 그랬더니너무 어지러웠다. 우리는 바이킹을 탔다. 너무 재미있었다. 계속 놀다가 밤이되자밥을 먹고 불꽃놀이를 봤다. 불꽃놀이가 아주멋있었고 지금까지봤던 것중에 제일 멋있었다. 다음에 와서는 자고가고싶다.,2,,,,,
6390,점심을 먹고 나서 감기에 걸린 친구와 화장실에 갔다. 친구가 알약 2개를 동시에 먹어보겠다 하고 먹다가 갑자기 콜록콜록 하더니 약 한알을 물과 함께 뱉었다. 내 다리에 조금 튀었다. 그 상황이 너무 당황스럽고 웃겼다. 친구가 나에게 물통을 줘서 장난치려고 물통을 휙휙 돌렸는데 뚜껑이 날아가서 문 쪽에 있던 애가 맞았다. 맞은 친구가 화낼 뻔 했지만 너무 웃긴 상황이어서 그 친구도 웃으며 넘겼다.,1,,,,,
6391,'그래도 별을 볼 수 있어서 다행이야. 그치 누나.',2,,,,,
6392,여전히 돌아오는 말은 없었다. 벽에 진 그림자를 한참이나 보고서야 눈을 감았다. 아침이 오려면 까마득했다.,4,,,,,
6393,"나는 요새 하루종일 층간소음으로 인해 살 수가 없다. 하루에도 몇번 씩 추한 행동을 여러번 할 수 밖에 없다. 예를 들면 고무망치 들고가서 천장치기, 스피커로 화장실 환풍구에 대고 소음 틀기. 이게 사람으로써 얼마나 추한 행동인지 해보면 안다. 하지만 내가 이렇게 추해질 수 밖에 없었던 이유는 윗집의 심각성 때문이다. 나는 재택근무를 하기 때문에 늦게까지 일을 하다가 오후에 일어난다. 하지만 층간소음이 시작되는 것은 오전 아홉시다. 윗집은 아이들이 산다. 매트까지 깔았다. 하지만 두시간자고 일어나서 듣는 소리가 공 튀기는 소리와 아이들이 쿵쾅대는 소리라니 믿을 수 없었다. 한 두번 점심에서 저녁사이만 뛰면 그러려니 하고 싶었다. 그러나 매일 매번 오전 아홉시부터 오후 열한시까지 쉬지 않는 아이들의 발소리는 날 화나게 했다. 경비실에 전화해서 경비선생님께서 윗집에 올라가서 말했더니 애들이 커가면서 잠깐 뛰는게 당연하다고 얘기했다. 처음엔 쪽지로 얘기했더니 괜히 두유를 사들고와 나를 불편하게 했다. 이런거 받으려고 얘기한 것이 아닌데 말이다. 나는 아이들 옷을 사서 윗집에 쪽지와 함께 놓아두고 왔다. 그 이후로 지금까지 온갖 쪽지와 경비실 전화에도 불구하고 뻔뻔한 행동으로 매번 나를 화나게 했다. 층간소음 때문에 스트레스를 받고 받아 불면증과 소화불량 및 건강 상태까지 나빠졌다. 몇 번 말해도 듣지 않는 윗집을 어떻게 해야할지 고민하다 이런 추한 행동을 해버리게 된 것이다. 하지만 이런 추한 행동에도 윗집의 상태는 점점 나빠지고 있다. 왜 대체 밑에 사는 사람들을 배려하지 않는 걸까? 스트레스로 가족모두 정신적 고통을 받고 있다. 모 아파트 0000호! 제발 조용히 좀 하세요! 아이들 뛰는 소리에 우리는 정신병 걸립니다! 라고 여기에 쓴다면 봤으면 좋겠다. 제발 얼마나 죽을 것 같은지. 다행히 윗집의 윗집이 없어서 내가 윗집을 사서 뛰는 일은 없을거다, 윗집의 윗집이 있었음 당장 내가 사서 줄넘기라도 했을테니까. 제발 층간소음을 발생시키는 모든 집은 옆집 윗집 아랫집 어디든 반성 좀 해주세요. 죽을 것 같아요!",3,,,,,
6394,제목:티비로 영화보기는 재밌어,1,,,,,
6395,"미녀는 괴로워,히노키오,화이트칙스 등을 보았다.정말 재미있었다.",1,,,,,
6396,내일 아침에도 영화를 조금보다가 학교가야지! (영화는 언제봐도 재밌어)코난을 봐야지!,2,,,,,
6397,갑자기 보니까 뭔가 말을 건네기두려웠다. 사람 참 신기하다. 몇 년 전에는 자연스레 불렀던 친구가 몇 년 지났다고 말 걸기가 두려운지... 그 친구는 날 기억할까? 기억 못 하는 건 아니겠지? 괜히 인사했다 그 친구가 날 못 알아보는 건 아닐까 두렵기도 하다.,2,,,,,
6398,개인주의가 무척 확산되어 있는 지금도 나는 사람이 고프다.,4,,,,,
