lyric,Emotion
죽도록 너만 사랑하는데 왜 날 믿지 못하니,3
나는 죽을때까지 널 사랑해,1
섹시한 당신은 나의 남자,1
잘생긴 당신은 나의 남자,1
이 세상 마지막이 온대도 영원히 이 환상에 젖을래,2
잘 뻗은 당신은 나의 남자,1
첫 눈에 너의 포로되었어,2
가지마 괜찮다면 둘이서 아침을 맞이하면 좋겠어,1
죽도록 너만 사랑하는데 왜 날 믿지 못하니,3
나는 죽을때까지 너 하나뿐야,1
아니야 나 죽는다해도 너뿐야,1
그러니 제발 마음 열어 나를 믿으며 사랑해,1
이렇게 니가 많은 남자들 거쳐 내가 그 중 하나 남자일걸,3
그딴식 싫어 니가 나를 믿건 말건 처음부터 내가 했던 행동 믿을 가치 없어,3
하지만 두고 보고 두고 보고 믿을 가치 있던 말던 막 기다려 주마,0
언제까지라도 섹시한 당신은 나의 남자,1
잘생긴 당신은 나의 남자,1
이 세상 마지막이 온대도 영원히 이 환상에 젖을래,2
모두 널 보내주지 말라지 하루면 너는 내꺼 된다고,1
조금은 망설이는 니 모습 사랑은 쟁취하는 거잖아 (나를봐 나를봐 느껴봐),2
죽도록 너만 사랑하는데 왜 날 믿지 못하니,3
나는 죽을때까지 너 하나뿐야,1
아니야 나 죽는다해도 너뿐야,1
그러니 제발 마음 열어 나를 믿으며 사랑해,1
신비로운 눈빛이 날 부르는걸 피하지마,2
즐겨 느껴 이제 비로소 오 내 품속,1
멋진 주인은 바로 너야 너라니까,1
Call me touch me 누나 누나의 누나 누나의 누나 누나 누나의 마음을 봐,1
사랑 가득해 나이 따위 뭐가 어때,1
Hold me kiss me 누나 누나의 누나 누나의 누나 누나 누나의 꿈을 찾게 빌어 주겠니,1
너와 영원히 머물게,1
항상 그린 결심 알콩 달콩 달콤하게 살아볼래,1
나의 덫에 걸려 묶여(아무데도 못 가) 찜했어,3
오 너만이 내게 보인 동안 못 가 별수 없어,0
Call me touch me 누나 누나의 누나 누나의 누나 누나 누나의 가슴에 와 거부 안할게 나만 믿어 따라만 와,1
Hold me kiss me 누나 누나의 누나 누나의 누나 누나 누나의 손을 잡아 바로 안길게 너와 나면 난 행복해,1
Call me touch me 누나 누나의 누나 누나의 누나 누나 누나의 마음을 봐,1
사랑 가득해 나이 따위 뭐가 어때,1
Hold me kiss me 누나 누나의 누나 누나의 누나 누나 누나의 꿈을 찾게 빌어 주겠니,1
너와 영원히 머물게,1
처음부턴 내겐 없던 거야,1
사랑이란 작은 여유도 그래서인지 난 너무 쉽게 너의 눈빛 속에 빠진걸,1
길어버린 머릴 자르고서 눈물 맺힌 나를 보았어,5
거울 속에 나는 이제까지 꿈을 꾼듯해,1
왜 하필 나를 택했니 그 많은 사람들 중에서,0
기억하렴 나의 서글픈 모습,5
새벽녘까지 잠 못 이루는 날들,5
이렇게 후회하는 내 모습이 나도 어리석어 보여,5
세상에 모든 여잔 너무 쉽다고 상처를 받은 나의 맘,3
후회하게 될 거야,5
지쳐있던 나의 영혼조차 누군가를 기다렸나 봐,0
너의 따스함에 너무 쉽게 나를 잊었어,4
왜 하필 나를 택했니 그 많은 사람들 중에서,0
기억하렴 나의 서글픈 모습,5
새벽녘까지 잠 못 이루는 날들,5
이렇게 후회하는 내 모습이 나도 어리석어 보여,5
세상에 모든 여잔 너무 쉽다고 상처를 받은 나의 맘,3
후회하게 될 거야,5
Hey Everybody look at me,1
이제는 세상의 틀을 바꿔버릴거야,0
내가 이제 주인이 된거야,1
어른들의 세상은 이미 갔다 낡아,5
빠진 것 말도 안돼는 소린 집어 치워,3
The future is mine,1
1,1
2 and 3 and 4 and Go,4
아직까지 우린 어른들의 그늘 아래 있어,3
자유롭지 않은데 이런저런 간섭들로 하룰 지새우니 피곤할 수 밖에,3
언제까지 우릴 자신들의 틀에 맞춰야만 직성이 풀리는지,3
하루이틀 날이 갈수록 우린 지쳐 쓰러질 것 같아,1
난 내 세상은 내가 스스로 만들거야,3
똑같은 삶을 강요하지마,2
내 안에서 꿈틀대는 새로운 세계 난 키워가겠어,1
We are the future,3
집어쳐,1
난 지금부터 내 인생의 주인은 나라 말하겠어,1
또 믿겠어 믿겠어 잘해나갈거라 나는 믿겠어,3
Hey hey 이제 다시 내 인생에 참견하지 말아줘요,3
"""I don't need you I don't wanna help you we want it""",1
"""우혁이 Let's go""",1
We are the future,0
한 번쯤 나도 생각했었지 내가 어른이 되면 어떤 모습일까,0
항상 이런 모습으로 살 수 있을까 oh baby,1
난 내 세상은 내가 스스로 만들거야,3
똑같은 삶을 강요하지마,2
내 안에서 꿈틀대는 새로운 세계 난 키워가겠어,1
난 내 세상은 내가 스스로 만들거야,3
똑같은 삶을 강요하지마,2
내 안에서 꿈틀대는 새로운 세계 난 키워가겠어,1
너무 몰라 사랑을 안돼,5
니 맘대로 나를 떠날 수 없어,3
끝낸다면 내가 끝내 기억해,0
잘못이었어 너를 만난건,5
다만 넌 니 뜻대로 모두 맞춰줄 너 하나,1
밖에 모르는 내가 필요했을뿐,1
다 돌려놔 너를 만나기전에 내 모습으로 추억으로 돌리기엔 내 상처가 너무커,5
바랄께 다음번에 너 누굴 사랑한다면 너 같은 사람 꼭 만나기를,0
잘못이었어 너를 믿은건,5
우린 하나라던 그건 다 말뿐이야,3
여러번 나를 속인 것도 모자라 니 주변의 사람들과 나를 비교했었지,3
다 돌려놔 너를 만나기전에 내 모습으로 추억으로 돌리기엔 내 상처가 너무커,5
바랄께 다음번에 너 누굴 사랑한다면 너 같은 사람 꼭 만나기를,0
내 손만 잡으려말고 날 안아봐,0
두 눈 다 꼭 감은 채로 느낌을 봐,2
가슴이 참 복잡할 땐 날 바라봐,1
난 널 유혹하는 거란다,2
손발을 Do It 단 둘이 둘이 이 밤을 Take It,1
달빛을 켜서 네 맘을 비춰 자 내게 보여줘,1
한순간 숨 막힐 듯한 네 표정과 한숨만 푹 쉬고 마는 입술을 봐,2
다 널 유혹하는 거란다,2
손발을 Do It 단 둘이 둘이 이 밤을 Take It,1
달빛을 켜서 네 맘을 비춰 자 내게 보여줘,1
손발을 Do It 단 둘이 둘이 이 밤을 Take It,1
One One and Two 이제부터 우리 둘의 시간,2
Five and Six 나를 가져가게 놔둘 시간,1
"""I GOTTA Do It So pretty pretty I'm Gonna Make It""",1
온몸을 던져 진하게 Touch YA 유혹의 SONATA,2
손발을 Do It 단 둘이 둘이 이 밤을 Take It,1
어쩜 이런 기회를 잡고 나를 만나러 왔니,1
어떤 이도 찾지 못하게 숨겨온 내 사랑,1
더 빨리 Do It 단 둘이 둘이 눈길을 Take It,1
두 손을 펴서 두 팔을 벌려 자 나를 감싸줘,1
손발을 Do It 단 둘이 둘이 이 밤을 Take It,1
달빛을 켜서 네 맘을 비춰 자 내게 보여줘,1
You wanna next to me,1
내곁에 다가서봐,1
You wanna close to me,1
가까이 더 가까이 나역시 널 원하고 있어,1
You wanna take my heart,1
내맘을 알고싶니,1
You wanna feel my soul,1
느낌을 갇고싶니,1
You wanna hold me tight,1
뜨겁게 날 안아봐 이런널 기다리고있어,1
그렇게 숨어서 나를 그냥 바라보지마,3
조금더 당당하게 내앞에서 나를 유혹할수 없는거야,3
I wanna dance with you,1
어두운 조명아래,1
I wanna move with you,1
뜨거운 불꽃처럼,1
I wanna love with you,1
이밤이 다가도록 그속에 내몸이 다타도록,1
You wanna wake me up,1
잠자는 날 깨워봐,1
You wanna love me up,1
널 선택하게 해봐,1
You wanna come wiht me,1
날 네게 데려가봐 넌 나를 가져갈수어,1
You wanna steal my heart,1
내맘을 훔쳐가봐,1
You wanna touch my soul,1
감춰진 영혼까지,1
You wanna kiss my lips,1
거친 네 숨결 마져 제발 날 내버려 두지마,1
더이상 기횐없어 빨리내게 다가와,3
누군가 너보다 더 먼저 내게 오면 그땐이미 늦은거야,3
I wanna dance with you,1
어두운 조명아래,1
I wanna move with you,1
뜨거운 불꽃처럼,1
I wanna love with you,1
이밤이 다가도록 그속에 내몸이 다타도록,1
I wanna dance with you,1
어두운 조명아래,1
I wanna move with you,1
뜨거운 불꽃처럼,1
I wanna love with you,1
이밤이 다가도록 그속에 내몸이 다타도록,1
three four 랄라 랄랄라 랄랄라라 랄라라 랄랄라 랄랄라라,1
랄라 랄랄라 랄랄라라 랄라 랄랄라 랄랄라라 랄라 랄랄라 랄랄라라 라라라라 라라라,1
그대와 우린 모두 우 기쁜 미래를 향해,1
랄라 랄랄라 랄랄라라 랄라라 랄랄라 랄랄라라 라랄라 라라라라라 라라라,1
그대 우린 모두,1
내가 힘들던 그 모든 기억이 아직 남아 있는 가슴에 따뜻하게 피어나는 느낌이 있어,0
내가 바라는 그 모든 꿈들이 전부 이뤄질 수 없어도,0
가장 넓고 깊은 사랑 지금 내 안에 있어,1
나의 이 마음 영원히 갖고 싶어,1
모두 함께 나누며 three four,1
그대와 우리 모두 우 기쁜 미래를 향해,1
사랑만으로 늘 가득한 그런 내일로 가고 싶어,1
서로가 함께 영원히 행복하도록 나 그대 우린 모두,1
아파한 시간만큼 기쁨을 만들어 가요,1
나의 그 모든 눈물들 만큼 사랑을 만들어가요,1
Big up 오 서로 아껴주는 마음을 기억하며 우리가 만들어 가요,1
그대와 우리 모두 우 기쁜 미래를 향해,1
사랑만으로 늘 가득한 그런 내일로 가고 싶어,1
서로가 함께 영원히 행복하도록 나 그대 우리모두,1
거친 파도의 바다처럼 때론 아픔도 왔었지만,5
슬픈 바다를 감싸주던 넌 하늘과 같았어,0
사랑만으로 늘 가득한 밝은 미래로 가고 싶어,1
서로가 함께 영원히 행복하도록 나 그대 우리 모두,1
펑키비트의 신나는 댄스 노래하는 창렬이,1
rapper sky,1
친구들과 미팅을 갔었지,1
뚱뚱하고 못생긴애 있길래 우와 쟤만 빼고 다른애는 다 괜찮아,1
그러면 꼭 걔랑 나랑 짝이 되지,3
내가 맘에 들어하는 여자들은 내 친구 여자친구 이거나 우리형 애인 형 친구 애인,0
아니면 꼭 동성동본,3
세상에 어떻게 이럴수가 나는 도대체 되는일이 하나 없는지,1
언제쯤 내게도 기가막힌 그런 눈부신 여자친구 하나 생길까,3
세상 모든게 다 내뜻과 어긋나 힘들게 날 하여도,2
내가 꿈꿔온 내 사랑은 널위해 내뜻대로 이루고 말테야,1
오랜만에 꼬질꼬질한 모습으로 우리동네 목욕탕을 찾은 날은 한달에 두번있는 정기휴일이 왜 걸리는거야,1
오~오 꼬질꼬질 지저분한 내모습 그녀에게 들키지 말아야지하면 벌써 저기에서 그녀가 날 왜 어이없이 바라볼까,1
세상에 그 어떤 누구라도 너와 바꿀수 없다는걸 우린 알잖아,1
아냐 이게 아닌데 왜 난 자꾸만 친구의 여자가 좋을까 이러면 안되지 하면서 왜 내맘속엔 온통 그녀 생각뿐일까,0
친구 몰래 걸려온 그녀의 전화가 난 왜 이리도 설레일까,2
냉정하게 거절하면 되는데 왜 난 그녀를 거절하지 못할까,1
정말 난 미치겠어 나도 나를 잘 모르겠어,3
오랜 친구와의 우정을 외면한 채 여자 땜에 흔들리는 게 너무나 괴로워,4
나만 포기하면 되는데 왜 난 고민할 가치도 없는 일을 이렇게 고민하고 있는지,3
미안해 내 친구야 잠시 너를 기만했던걸 지금까지 너에 대한 내 우정이 아직도 좀 모자란가봐,0
이해해줘 내 친구야 잠시 흔들렸던 우정을 누군가가 너와 나의 친구사일 질투해 시험했던거라 그렇게 생각해줘,0
뭐야 정말 이게 뭐야 왜 하필 난 친구의 여자가 좋을까 이러면 안되는줄 알면서 왜 난 자꾸 그녀에게 끌리는 걸까,1
친구와 그녀가 다퉜다는 얘길 듣고 왜 내가 웃는 걸까 말도 안돼는 상상을 하며 헛된 기댈 왜 난 자꾸하는것일까,3
정말 난 모르겠어 이런 내자신이 싫었어 내 욕심만 채우려 우정을 잠시 망각했던 내 자신이 싫었어,3
너무나 괴로워 마치 죄를 짓는 것 같아 이젠 모든걸다 잊고 난 친구 곁으로 돌아가야 하겠어,4
바람속을 가르는 내 슬픈 사랑이 제발 니 곁에 영원히 잠들수 있게 oh 내게로 와,0
이세상 마지막 날까지 혼자 또 헤매다 쓰러져 가는 날 위해 깊깊깊 깊어갈수록 깊 깊어질수록 come back,0
깊깊깊 깊어갈수록 깊 깊어갈수록 눈을 크게 뜨고 날 봐라 미쳐 돌것만 같은 날 봐라 걷잡을 수 없는 날 봐라 널 향해 가가가겠어,1
터질것 같은 사랑을 느낄수 있겠니 한번이라도 니 옆을 스쳐갈수 있다면 가슴 깊이 품어온 내 모든 사랑을 오직 단하나 널 위해 지켜 왔는데 왜 잡을 수도 없이 넌 멀리 있는 거니 얼마나 울어야 넌 내게 올수 있겠니,0
깊깊깊 깊어갈수록 깊 깊어질수록 come back 깊깊깊 깊어갈수록 깊 깊어갈수록,0
소용돌이치는 날 봐라 더는 멈출 수 없는 날 봐라 강해져만 가는 날 봐라 널 차지하하하겠어,3
날 위해 제발 조금 더 기다려 주겠니 다른 이별로 널 두번다시 놓치지 않게,0
바람속을 가르는 내 슬픈 사랑이 제발 니 곁에 영원히 잠들수 있게 oh 내게로 와 이세상 마지막 날까지 혼자 또 헤매다 쓰러져 가는 날 위해,0
이렇게 들어보니 알겠지 너희가 얼마나 하찮은 존재 탈을 쓴 자들의 최고라고 너희들이 자부하는 만큼 니가 대가리들은 길게 느려뜨려 그얼굴 가리고 싶지 이해하지 모두 피차 마찬가질테지만 20세기 쪽팔리게 다른데 가선 그렇지 않은가 두고봐 날 비웃었던 너희들의 머리위에 난 설테니까,3
이젠 무릎 꿇어 내 얼굴을 쳐다봐 무엇이 보이는가 천원짜리 인형처럼 가지고 놀고 있어 그저 금붕어처럼 입만 뻥긋하면 돼 눈을 감아야 해 귀를 막아야 해 나를 더럽힐순 없어 입을 막아야 해 이제 더 이상 용서해 줄 순 없어 두고봐 날 비웃었던 너희들의 머리위에 난 설테니까,3
어둠에 가리워진 너의 거짓이 보여지길 난 기도해 주겠어 너에게 흘렸던 눈물 되돌려 주겠어 난 기도해주겠어 두고봐 날 비웃었던 너희들의 머리위에 난 설테니까,3
우리 사랑을 위해 정말 나를 사랑했다고,1
나 없이는 못 살겠다고,0
하늘처럼 믿었었는데 이제와 헤어지자니,5
남은 사랑 어떡 하라고,5
추억들은 어떡하라고,0
보고 싶어 눈물이 나면 정말 난 어떻게 해,0
나를 얼마나 사랑했는데 이럴 수 없어,5
우리 사랑을 위해,1
우리 이별하는 이유가 끝나 버린 사랑이라면,5
추억할 수 있는 그 날까지 살 수는 있을 거야,0
힘 없이 축쳐진 내게 절망일 뿐인 삶이라도,5
이제껏 느껴본 적 조차 없는 크나큰 아픔이라고,5
혼자라고 생각할 때도 널 찾지 않아,4
나 이젠 널 생각해 내기 조차 너무나 힘들어,3
그래 날 아프게 한 건 니 모습이 아니겠지,3
하느님을 죽도록 원망할 꺼야,3
혹시 너 아닌 다른 기억도 지워진다면,0
누구보다 나를 사랑한 너의 모습 아름다웠고,1
이 세상에 너 하나만 사랑하는 내가 또 행복했어,1
우리 정말 이 세상에서 함께할 수 없는 거라면,5
같이 할 수 있는 오늘까지만 여기 남아 있어,0
그 누구도 너를 사랑한 나의 모습 볼 수 없겠지,0
이젠 다시 우연조차 용납할 수 없는 날 용서해줘,3
우리 정말 이 세상에서 함께 할수 없는 거라면,5
같이 할 수 있는 오늘까지만 여기 남아 있어,0
"""Cuz I'm back again yeah once again""",1
"""It's 조pd time once again""",1
"""I'm back again yo once again""",1
With 인순이 On top again,1
"""I'm back again yo once again common""",1
우리들의 얘기로만 긴긴밤이 지나도록,0
사랑들은 하고있나 많은것을 약속했나 힘들어도 Try 포기하지 말아,1
It will be all right all right,1
친구여 세월이 많이 변했구려,0
같이 늙어간다는 말이 내게는 그저 먼 미래의 얘기일 뿐이었는데,0
어느 새 남자의 미래는 책임감과 무거운 중압감,3
자랑스런 나의 친구들아 나도 열심히 살아가고 있단다,1
너무 재수없는 직장 상사얘기 별 수 없이 아저씨 되는게 뭐가 대수,3
이 담에 소주 한 잔 할때까지 답장은 필수 Always miss you,0
우리들의 얘기로만 긴긴밤이 지나도록,0
세월에 무감각 해져가네 현실의 삶과 이상속에 아련한 추억이 너무 그립네,0
친구들과 뛰놀던 그 동네 바쁘게 지내온 나날속에 지난날을 돌아보지 못했는데,0
어느날 잠에서 깨어날때 꿈에서 본 듯한 나의 옛동네 찾아가봤지,0
친구들과 같이 너무 큰 기쁨으로 가슴이 뛰었지,1
Dejavu 느끼고 추억의 자리에서 흐느끼고 생각에 생각에 꼬리를 물고 해지며는 소주병 나발을 불고,0
여기 추억과 바닷바람 그리고 너무나 사랑하는 사람들이 있네,1
우리들의 얘기로만 긴긴밤이 지나도록,0
세월이 지나도 변치 말자고 약속했잖아,0
영원토록 변치 않는 그런 기분 간직할래,1
세월이 지나서 다 변해도 변치 않는건 하나,1
이젠 뭘 하더라도 그 시절 같을 순 없으리오,0
이젠 바쁘더라도 가끔 전화를 해보시오,0
이젠 뭘 하더라도 그때와 같을 순 없으리오,0
이젠 바쁘더라도 우리의 추억을 기억해줘,0
이젠 뭘 하더라도 그 시절 같을 순 없으리오,0
이젠 바쁘더라도 가끔 전화를 해보시오,0
이젠 뭘 하더라도 그때와 같을 순 없으리오,0
이젠 바쁘더라도 우리의 추억을 기억해줘,0
친구여,0
Shined up like glitter and gold,1
Crashed down like a tidal wave,3
Got sick of the same old thing,3
I’mma do it differently,1
Ohh Another level yeah I’m taking it higher,2
Watch me I’m bringing that heat,1
I’m feeding that fire,1
You ain’t seen nothing like this,2
So fresh,1
oh so classic,2
Wilder than you imagined,1
Never going out of fashion,1
Unlock the cage I got the key,1
Open up the door I’ll set you free,1
Got what you want,1
Got what you need,2
Oooh Another level yeah I’m taking it higher,1
Watch me I’m bringing that heat,1
I’m feeding that fire,2
You ain’t seen nothing like this,2
You ain’t seen nothing like this,2
You ain’t seen nothing like this,2
Nothing like this,2
Nothing like this,2
Oooh Another level yeah I’m taking it higher,1
Watch me I’m bringing that heat,1
I’m feeding that fire,2
Nothing like this,2
Fred,1
Mr Eazi,2
Major Lazer inna beamer,2
Oh my gawd I’ve never seen a bottom like this,2
See the way she hula-hoop,1
Come and jump on like this,1
See the junk in the trunk,1
I had to bag her right quick,1
Feel like magic all together,0
Multiplied by six,0
She say she got a partner,3
Never seen a girl wey give me vibes suh,1
Never seen a girl with biggie bum-bum,1
You know me got a lot of girls around me,1
And that is why they love to love to love me (Ay-ya-ya-ya),1
Mr Eazi,1
Major Lazer inna beamer,1
Guess who’s coming to dinner? (Oh-na-na-na-na),1
Zagadat,2
You know say you got what me want,2
And I’ma give you whatever you want,2
So baby come give me some love (Oh-na-na-na-na-na),2
Oh my gawd Oh my gawd Oh my gawd gawd I’ve never seen a bottom like this,2
Oh my gawd Oh my gawd Oh my gawd gawd I’ve never seen a bottom like this,2
Oh my gawd Oh my gawd Oh my gawd gawd I’ve never seen a bottom like this,2
Oh my gawd Oh my gawd Oh my gawd gawd I’ve never seen a bottom like this,1
Oh my gawd I’ve never seen a bottom like this,1
See the way she hula-hoop,1
Come and jump on like this,1
See the junk in the trunk,3
I had to bag her right quick,3
Feel like magic all together,3
All together by six,3
Me tell dem man is not a issue,3
Cuh mi pum pum tun up,3
Head ah mash-up,3
becuz my pum pum tun up,3
And if I’m with my Barbie dolls you know the whole crew done up,3
Yeah,1
we done up and plus the pum pum tun up (turned up),1
Stranger,1
lookin’ for some danger,3
Ride it like a bad gyal,3
face of an angel,3
This one here ah major,3
UK out to Asia,3
You know say I’ma give you what you want (want),1
You let me come first,1
I’m in the front,1
He like kickin’ it with Chun,1
I’ma diss him when I’m done,2
‘Cause I’m back in my bag,2
Throw your rag,2
throw your flag,2
And I’m runnin’ up a tab,2
‘cause I love poppin’ tags,2
Got moscato in my cup,2
poppin’ bottles in the club,1
He said “Knock,1
knock?” I said “Who’s that?”,1
Guess who’s coming to dinner?,1
Haters in the club (back up!),3
Gold Diggers (back up!),3
Broke niggas (back up!),3
I suggest,3
"""Pointed at her friend and she said they'll tag team""",1
"""Now who said dreams don't come true""",1
"""It's like I'm dreamin' when I come through""",1
"""I always find somethin' to run through""",1
mic check one two,1
Drunk in the club off the chain,1
"""But who gives a fuck? That's why I came""",3
So pour it up and get down,3
"""Y'all have no choice but to listen to Pit now""",3
Put your ass in reverse baby (back up!),3
"""It don't involve money then (back up!)""",1
Dawg,1
But the number one question is,3
"""Does he got cash?""",1
"""Lil Jon's at the bar""",3
While me and them Eastside Boys smoke out,3
Beef,3
"""It's next to come""",3
I convince mami to creep on the DL,3
"""Even though my head spinnin' like some sprewells""",3
"""Skip the details",3
"it's the vodka""",3
"""Bottom line that's testin' my patience like doctors""",3
"""I'm not impressed by the cool shit""",3
"""Or those chains or that ice or them cars",3
"all that's bullshit""",3
"""If that's what your lookin' for",3
"keep lookin' ho""",3
"""'Cause you got the wrong one bitch",3
"I'll let you know""",3
Mami \'s like,3
"""That\'s that chocolate",1
"chocolate""",1
"""That melanin Ow! (Uh)""",1
"""That\'s that melanin Yeah",1
that\'s that chocolate,1
"chocolate (Uh)""",1
"""Yeah",1
"we killin\' \'em""",1
"""Yeah",1
that\'s that chocolate,1
"chocolate (Uh)""",1
"""Yeah",1
that\'s that chocolate,1
"chocolate (Uh)""",1
"""We be killin\' \'em""",1
"""With all that chocolate",1
"chocolate""",1
"""CiCi’s my name (Uh) love is my game (Yup)""",1
"""Blue and green\'s my color",1
"I stay reppin\' my team (Ooh-ooh)""",1
"""My girls in every shade",1
mhm,1
"we put that ""S"" in ""slay""""",1
"""I\'m lifting up my queens",1
fixing crowns,1
"that\'s my thing""",1
"""Uh",1
she cute as fuck,1
"junk in that trunk""",1
"""My sugar",1
cinnamon,1
yeah,1
girl,1
"he love that melanin""",1
"""My zaddy call me princess (Uh) Feel so royal when he rockin\' me (Uh)""",1
"""Break him off good real properly (All night)""",1
"""Uh",1
a hot,1
"cold summer day He drinking melanade""",1
"""Them boys go loco",1
loco Yeah,1
"he love that chocolate""",1
"""Uh",1
"he cute as fuck CiCi did good""",1
"""He\'s such a gentleman Yeah",1
girl,1
"I love that melanin""",1
But all we got was a broken road,5
"""So we'll embrace every imperfection""",1
"""Tonight it's getting clear to see""",2
"""This is how it's meant to be""",1
So we can leave it all behind,0
The stars are telling me,2
That everything we used to be,0
Will fade into the morning light,0
Fade into the morning light,0
Fade into the morning light,0
"""It's getting clear to see""",2
"""This is how it's meant to be""",1
So we can leave it all behind,0
The stars are telling me,2
That everything we used to be,0
Will fade into the morning light,0
We had to learn that our indecision,3
"""Didn't get us closer didn't let us grow""",3
We had to learn to renew our vision,3
"""And now we're ready to take control""",3
"""Tonight it's getting clear to see""",2
"""This is how it's meant to be""",1
So we can leave it all behind,0
The stars are telling me,2
That everything we used to be,0
Will fade into the morning light,0
Fade into the morning light,0
Fade into the morning light,0
"""It's getting clear to see""",2
"""This is how it's meant to be""",1
So we can leave it all behind,0
The stars are telling me,2
That everything we used to be,0
Will fade into the morning light,0
"""It's getting clear to see""",2
"""This is how it's meant to be""",1
So we can leave it all behind,0
The stars are telling me,2
That everything we used to be,0
Will fade into the morning light,0
"""You can\'t get much Cooler than this Cooler than this Cooler than this Cooler cooler Yeah yeah""",1
"""I\'m like A-yo! Don\'t come against me Breakdance king right back in \'03\' Body poppin\",1
"top rockin\' Non stoppin\' straight up boppin\'""",3
"""You\'re not in my league brother Just move on or get served! (Yeah)""",3
"""Do the running man \'till my chest hurts Mmmmhh run a mile on the spot That ain\'t a run that\'s a jog""",1
"""Yo",2
"if you were there at my auntie\'s wedding You know it\'s best not to step in (Yeah)""",1
"""If you hear me say (hell yeah) If you hear me say (hell yeah)""",1
"""Well I got my business so don\'t mind me Well I got my business And I wanna be free""",1
"""You can\'t get much Cooler than this Cooler than this (You can\'t get much) Cooler than this Cooler cooler (Yeah)""",1
"""Ooooh the women all blush When we\'re around Ooooh the women all blush When we get down""",3
"""Yeah",3
"""I\'ve got double standards I\'m emotionally inept (Yeah)""",3
"""I don\'t care about material goods I\'ll be working on my rhymes \'till that material\'s good!""",1
"""Couldn\'t give a diffy daffy if you think you\'re a baddy It doesn\'t matter you should teach a kiddie how to be a daddy (yeah)""",1
"""If you think it\'s uncool to be dancing foolish forget it I\'ll be dancing like an uncle at a wedding""",1
"""Well I got my business",1
Got me ‘bout to break my neck,3
Tell me how you pop like that,1
You do it like it ain’t no sweat,1
I never seen a bubble so fat,1
Bubble butt,2
bubble,2
bubble,2
bubble butt,1
Bubble butt,2
bubble,2
bubble,2
bubble butt,1
"""Fit ta burn and I\'ll rip your heart in two""",3
"""An I\'ll leave you lyin\' on the bed""",3
"""\'Cause you could be mine""",1
"""But you\'re way out of line""",3
"""With your bitch slap rappin\' And your cocaine tongue""",3
"""You get nuthin\' done""",3
"""I said you could be mine now holidays come and then they go it\'s nothin\' new today collect another memory""",0
"""When I come home late at night don\'t ask me where I\'ve been just count your stars I\'m home again""",0
"""\'Cause you could be mine""",1
"""But you\'re way out of line""",3
"""With your bitch slap rappin\' And your cocaine tongue""",3
"""You get nuthin\' done""",3
"""I said you could be mine""",1
"""You\'ve gone sketchin\' too many times""",3
"""Why don\'t ya give it a rest""",3
"""Why must you find another reason to cry""",5
"""While you\'re breakin\' down my back""",3
"""N\' I been rackin\' out my brain""",3
"""It don\'t matter how we make it \'cause it always ends the same""",5
"""You can push it for more mileage but your flaps r\'wearin\' thin""",3
"""And I could sleep on it\'til mornin\' but this nightmare never ends""",5
"""Don\'t forget to call my lawyers with ridiculous demands""",3
"""And you can take the pity so far but it\'s more than I can stand""",3
"""\'Cause this couchtrip\'s gettin\' older tell me now long has it been""",0
"""\'Cause 5 years is forever an you haven\'t grown up yet""",0
"""You could be mine""",1
"""But you\'re way out of line""",3
"""With your bitch slap rappin\' And your cocaine tongue""",3
"""You get nuthin\' done""",3
"""I said you could be you should be you could be mine yeah!""",1
"""All the little girls fillin\' up the world today""",1
"the bad comes to good""",1
"""But I\'ma live my life like I should (like I should)""",3
"""Now all the critics wanna hit it",3
"""Just because they don\'t get it""",3
"""But I\'ll stay fitted",3
"new era committed""",3
"""Do we always gotta cry (always gotta cry)?""",3
"so what you wanna do?""",1
"""And where you gonna run""",1
"""When you starin\' down the cable of a mic""",5
"""Pointed at your grill like a gun?""",1
"""Limp Bizkit is rockin\' the set",3
"it\'s like Russian Roulette""",3
"""When you\'re placin\' your bet""",3
"""I know why you wanna hate me""",5
"""Does anybody really know the secret""",3
"""Or the combination for this life and where they keep it?""",3
"""It\'s kinda sad when you don\'t know the meanin\'""",3
a loser,3
"microphone abuser""",3
"""I analyze every second I exist""",3
"""Beating up my mind every second with my fists""",3
"""You can take that ride through this life if you want""",3
"""But you can\'t take the edge off the knife. No sir""",3
"""What I\'ve got you\'ve got to give it to your mamma""",1
"""What I\'ve got you\'ve got to give it to your pappa""",1
"""What I\'ve got you\'ve got to give it to your daughter""",1
"""You do a little dance and then you drink a little water""",1
"""What I\'ve got you\'ve got to get it put it in you""",1
"""Reeling with the feeling don\'t stop continue""",1
"""Young blood is the lovin\' upriser""",1
"""Give it away give it away give it away now""",1
"""Greedy little people in a sea of distress""",3
"""Love is free love me say hell yes""",1
"""Never been a better time than right now""",1
"""Lucky me swimmin\' in my ability""",1
"""Dancin\' down on life with agility""",1
"""Come and drink it up from my fertility""",1
"""Blessed with a bucket of lucky mobility""",1
"""My mom I love her \'cause she love me""",1
"""Long gone are the times when she scrub me""",0
"""Feelin\' good my brother gonna hug me""",1
"""Drink my juice lone chug-a-lug me""",1
"""There\'s a river born to be a giver""",1
"""Keep you warm won\'t let you shiver""",1
"""His heart is never gonna wither""",1
"""Come on everybody time to deliver""",1
"""Give it away now""",1
"""Collecting back her favor's cause her well is running dry""",0
"""I know her act is terminal But she's ain't gonna die""",5
"""I ain't seen the sun since I don't know when""",4
